_sentence,_receivers,sentence_id,time,pressure_mbar,temperature_external,latitude,longitude,altitude,solar,satellites
"$$icspace19,3,09:12:08,545.9,-263.7,51.5098,-0.1180,0.00,2.44,0*9B82","eui-58a0cbfffe800c8a,eui-fcc23dfffe0a7ef5,eui-000080029c09dfbe,baeren-io-indoor-1,eui-b827ebfffe12aa2a,gk-net-mt0008004a91db,eui-b827ebfffe131d02,eui-b827ebfffe19bb45,eui-7276ff000b031649,eui-a840411bb8cfffff,eui-7276ff000b0325b8,eui-0000024b09030b6e,eui-7276ff000b0311cf,iten_home,eui-60c5a8fffe760fb9,eui-c0ee40ffff293c00,eui-3135323562005600,lrgw-lache-eva1,eui-fcc23dfffe0aa244,eui-000080029c09dfef,eui-b827ebfffe592899,ttn_es_ab_004,eui-fcc23dfffe0b89c8,eui-b827ebfffee3b568,eui-7276ff000b0323b8,eui-b827ebfffe9ead07,eui-3135323562003c00,eui-b827ebfffe2c3516,eui-000080029c09dff5,eui-b827eb493452ffff,eui-b827ebfffec3ceaa,eui-fcc23dfffe0b9c3b,eui-7276ff000b031f26,eui-fcc23dfffe0f3647,eui-b827ebfffefc7663,eui-0011fcc23d0eaafd,m2m_laird_outdoor_lte_rg1xx296189,eui-7276ff000b0322c9,eui-c0ee40ffff29350f,eui-7276ff002ef47001,eui-c0ee40ffff29629a,eui-0001fcc23dfffe0a,eui-b827ebfdd353ffff,eui-7276ff000b0312c9,eui-fcc23dfffe0aa2d2,eui-fcc23dfffe0ef78f,eui-aa555a00000e3c59,eui-7276ff000b032036,eui-7276ff000b0323b9,eui-60c5a8fffe76149a",3,09:12:08,545.9,-263.7,51.5098,-0.118,0.0,2.44,0
"$$icspace19,3,09:12:09,545.9,-263.7,51.5098,-0.1180,0.00,2.44,0*5D51","eui-7276ff000b03239e,eui-7276ff000b03224d,eui-7276ff000b03222e,eui-7276ff000b0323de,eui-7276ff000b0324be,eui-7276ff000b032412,eui-b827ebfffe8c8df0,eui-7276ff000b0325b9",3,09:12:09,545.9,-263.7,51.5098,-0.118,0.0,2.44,0
"$$icspace19,3,09:12:10,545.9,-263.7,51.5098,-0.1180,0.00,2.44,0*A756","eui-7276ff000b032627,eui-7276ff000b032390,eui-7276ff000b032426,eui-7276ff000b0324bc",3,09:12:10,545.9,-263.7,51.5098,-0.118,0.0,2.44,0
"$$icspace19,4,09:58:53,545.9,-263.7,51.5098,-0.1180,0.00,2.44,0*716C","eui-fcc23dfffe0b89c8,eui-b827ebfffe0e1b64,eui-a840411bb8cfffff,eui-c0ee40ffff294723,baeren-io-indoor-1,eui-58a0cbfffe800c8a,gk-net-mt0008004a91db,eui-7276ff000b032458,eui-b827ebfffe19bb45,eui-c0ee40ffff29350f,eui-7276ff000b0325b8,eui-7276ff000b03239e,eui-7276ff000b0311cf,iten_home,eui-0000024b0b0301ea,eui-313532355f005800,eui-7276ff000b031246,eui-3135323562005600,eui-0000024b09030b6e,eui-0011fcc23d0eaafd,eui-7276ff000b03203e,eui-000080029c09df49,ttn_es_ab_004,eui-b827ebfffe19f935,eui-801f02fffe65527e,eui-b827ebfffee3b568,eui-c0ee40ffff294359,eui-3135323562003c00,eui-fcc23dfffe0ef78f,eui-c0ee40ffff296150,eui-58a0cbfffe801064,eui-000080029c09dff5,eui-b827eb493452ffff,eui-b827ebfffec3ceaa,eui-7276ff000b032036,eui-b827ebfffefc7663,eui-7276ff000b032400,eui-000080029c09dfef,eui-7276ff000b031652,eui-0000024b0b030205,eui-7276ff000b031d5d,eui-b827ebfffe3d6968,eui-b827ebfffe072cbe,eui-7276ff000b0323a8,doozer_home,eui-0001fcc23dfffe0a,eui-7276ff000b0322e8,eui-b827ebfdd353ffff,eui-b827ebfffef4fb95,eui-7276ff000b0323de,eui-7276ff000b0312c9,eui-7276ff002ef47001,eui-7276ff002ef47002,eui-7276ff000b03152f,eui-60c5a8fffe76149a,eui-7276ff000b032037",4,09:58:53,545.9,-263.7,51.5098,-0.118,0.0,2.44,0
"$$icspace19,4,09:58:54,545.9,-263.7,51.5098,-0.1180,0.00,2.44,0*0117","eui-7276ff000b03241e,eui-7276ff000b0325cd,eui-7276ff000b03224d,eui-7276ff000b03241c,eui-7276ff000b031d77,eui-7276ff000b032412,eui-7276ff000b0324be,eui-7276ff000b032285",4,09:58:54,545.9,-263.7,51.5098,-0.118,0.0,2.44,0
"$$icspace19,4,09:58:55,545.9,-263.7,51.5098,-0.1180,0.00,2.44,0*C7C4","eui-7276ff000b03206a,eui-7276ff000b032410,eui-7276ff000b0322c9",4,09:58:55,545.9,-263.7,51.5098,-0.118,0.0,2.44,0
"$$icspace19,5,10:45:40,545.9,-263.7,51.5098,-0.1180,0.00,2.44,0*A940","eui-7276ff000b03241d,eui-7276ff000b031d33,eui-7276ff000b031d5d,eui-0000024b0803150b,eui-7276ff000b0322e8,eui-7276ff000b031d77,eui-7276ff000b0314a0,eui-7276ff000b0323de,eui-7276ff000b0325c1,eui-7276ff000b032390,eui-7276ff000b032410,eui-7276ff000b0324be,eui-7276ff000b0325b9,eui-7276ff000b0322dc",5,10:45:40,545.9,-263.7,51.5098,-0.118,0.0,2.44,0
"$$icspace19,6,11:32:23,545.9,-263.7,51.5098,-0.1180,0.00,2.44,0*DD5A","de-es-pv-2,eui-b827ebfffe0e1b64,eui-c0ee40ffff294723,eui-b827ebfffe0b4bc7,eui-c0ee40ffff29629a,eui-b827ebfffe38977f,baeren-io-indoor-1,eui-b827ebfffe2bf1fe,eui-7276ff000b03222e,eui-b827ebfffe3ce153,eui-7276ff000b032410,eui-7276ff000b031649,eui-7276ff000b0325b8,eui-fcc23dfffe0aba1e,eui-7276ff000b032232,eui-7276ff000b0311cf,ttn_es_ab_004,eui-b827ebfffe90d937,eui-313532355f005800,eui-7276ff000b031cf8,eui-58a0cbfffe802051,m2m_laird_outdoor_lte_rg1xx296189,eui-b827ebfffe56a93a,eui-0011fcc23d0eaafd,eui-b827eb4253b7affe,eui-000080029c09df49,eui-b827ebfffea83863,eui-313532354a006100,eui-c0ee40ffff296150,eui-c0ee40ffff296d62,eui-0001fcc23d0f19d5,gk-net-mt0008004a91db,eui-c0ee40ffff294359,eui-7276ff000b03241e,eui-7276ff000b031243,eui-58a0cbfffe801d21,eui-b827ebfffe2c3516,eui-7276ff000b03241c,eui-b827ebfffe19f935,eui-b827ebfffe092459,eui-000080029c09dff5,eui-b827ebfffe8ea0dd,eui-b827ebfffe318abf,eui-3135323562003c00,eui-b827ebfffe12aa2a,eui-b827ebfffec3ceaa,eui-fcc23dfffe0f3647,eui-7276ff000b032462,cs7-gw1,eui-7276ff000b032400,eui-58a0cbfffe800c8a,eui-b827ebfffea50344,eui-000080029c10dbff,eui-801f02fffe65527e,eui-7276ff000b0323b4,eui-fcc23dfffe0a7de9,nfckwthbl-lorapi,doozer_home,eui-60c5a8fffe766272,eui-70db980a39780000,eui-7276ff000b0322e8,tuebingen_wanne,eui-b827ebfffe3d6968,eui-7276ff002ef47005,eui-7276ff002ef47002,eui-aa555a00000e3c59,eui-7276ff000b032036,eui-7276ff002ef47003,eui-b827ebfffe585b9b,eui-b827ebfffef3cc01,eui-7276ff000b031d1a,eui-b827ebfffe2c4cd8",6,11:32:23,545.9,-263.7,51.5098,-0.118,0.0,2.44,0
"$$icspace19,6,11:32:26,545.9,-263.7,51.5098,-0.1180,0.00,2.44,0*30A6",eui-b827ebfffe0a4d88,6,11:32:26,545.9,-263.7,51.5098,-0.118,0.0,2.44,0
"$$icspace19,6,11:32:28,545.9,-263.7,51.5098,-0.1180,0.00,2.44,0*D050",eui-7276ff000b0322cd,6,11:32:28,545.9,-263.7,51.5098,-0.118,0.0,2.44,0
"$$icspace19,6,11:32:44,545.9,-263.7,51.5098,-0.1180,0.00,2.44,0*C23C",eui-0016b827ebbb5741,6,11:32:44,545.9,-263.7,51.5098,-0.118,0.0,2.44,0
"$$icspace19,7,12:19:07,545.9,-263.7,51.5098,-0.1180,0.00,2.44,0*A459","eui-7276ff000b03241d,nfckwthbl-lorapi,de-es-pv-2,eui-c0ee40ffff294723,eui-b827ebfffe3ac588,iten_home,cs7-gw1,eui-b827ebfffe3d6968,eui-b827ebfffea83863,tuebingen_wanne,eui-00800000a00001cc,gk-net-mt0008004a91db,landshut-u08,eui-c0ee40ffff294359,eui-b827ebfffe1e310d",7,12:19:07,545.9,-263.7,51.5098,-0.118,0.0,2.44,0
"$$icspace19,7,12:19:08,545.9,-263.7,51.5098,-0.1180,0.00,2.44,0*827C","eui-0000024b0806023c,eui-58a0cbfffe800c8a,eui-000080029c10dbff,eui-c0ee40ffff293c00,eui-7276ff000b031d77,eui-7276ff000b0325ac,eui-7276ff000b031243,eui-b827ebfffe092459,eui-0000024b08030ead,eui-0000024b0b03020e,eui-7276ff000b032417,eui-3135323562005600,eui-c0ee40ffff29350f,eui-7276ff000b032627,eui-0016b827ebbb5741,eui-0908070605040302,eui-fcc23dfffe0b9c3b,eui-60c5a8fffe760fb9,eui-58a0cbfffe802051,eui-7276ff000b0322d8,eui-7276ff000b032553,eui-7276ff000b0323de,eui-b827ebfffea50344,eui-fcc23dfffe0a9cba,eui-7276ff000b031d16,eui-000080029c09df49,eui-c0ee40ffff29691b,eui-7276ff000b031652,eui-fcc23dfffe0b89c8,eui-b827ebfffe0e6a1e,eui-7276ff000b032285,eui-fcc23dfffe0aa2d2,eui-b827ebfffe78389a,eui-b827ebfffe7e8e7e,eui-fcc23dfffe0aba1e,eui-60c5a8fffe766272,eui-7276ff000b030c16,eui-b827eb4253b7affe,eui-000080029c09dff5,eui-b827ebfffefc7663,eui-b827ebfffe585b9b,eui-c49300ffff036980,eui-7276ff000b032036,eui-7276ff000b031246,eui-a840411d15304150,eui-b827ebfffe07ab5b,eui-b827ebfffe691392,eui-0011fcc23d0eaafd,eui-b827ebfffe0e1b64,eui-fcc23dfffe0e3d46,eui-b827eb0185d3ffff,eui-b827ebfffe47987d,eui-b827ebfffef3cc01,eui-7276ff000b03203e,eui-c0ee40ffff29629a,eui-7276ff000b031d08,eui-b827ebfffeb92df5,eui-b827ebfffef4fb95,eui-7276ff000b03222e,eui-0003b827eb6efc73,eui-7276ff002ef47005,eui-7276ff000b0323b8,eui-7276ff000b03152f,eui-60c5a8fffe76149a,eui-58a0cbfffe8013dc,eui-323433362d004f00,eui-b827ebfffe9ead07,eui-b827eb49cbe5ffff,eui-b827ebfffe2c4cd8",7,12:19:08,545.9,-263.7,51.5098,-0.118,0.0,2.44,0
"$$icspace19,7,12:19:10,545.9,-263.7,51.5098,-0.1180,0.00,2.44,0*BEA8",eui-7276ff000b0322cd,7,12:19:10,545.9,-263.7,51.5098,-0.118,0.0,2.44,0
"$$icspace19,8,13:05:53,545.9,-263.7,51.5098,-0.1180,0.00,2.44,0*727E","eui-7276ff000b03241c,eui-7276ff000b0322e8,eui-7276ff000b031d77,eui-7276ff000b03256a,eui-7276ff000b032410,eui-7276ff000b032627",8,13:05:53,545.9,-263.7,51.5098,-0.118,0.0,2.44,0
"$$icspace19,8,13:05:54,545.9,-263.7,51.5098,-0.1180,0.00,2.44,0*0205","eui-7276ff000b0324be,eui-7276ff000b0323a8,eui-7276ff000b0314a0",8,13:05:54,545.9,-263.7,51.5098,-0.118,0.0,2.44,0
"$$icspace19,9,13:52:37,545.9,-263.7,51.5098,-0.1180,0.00,2.44,0*55CB","de-es-pv-2,eui-0005fcc23d116aa3,eui-7276ff000b03224d,cs7-gw1,eui-7276ff000b032417,eui-7276ff000b032411,eui-fcc23dfffe0a7ef5,ttn_es_ab_004,eui-7276ff000b032462,eui-3135323562005600,eui-c0ee40ffff296d62,nfckwthbl-lorapi,eui-b827ebfffe67c8c8,eui-7276ff000b03241d,eui-7276ff000b03241f,eui-fcc23dfffe0aba1e,eui-b827ebfffe19f935,eui-58a0cbfffe801064,eui-000080029c09dff5,eui-58a0cbfffe8013dc,eui-fcc23dfffe0f3647,eui-b827ebfffefc7663,eui-b827ebfffea50344,eui-b827ebfffe3d6968,eui-b827ebfffe47987d,eui-7276ff000b03206a,eui-7276ff000b0323de,eui-7276ff000b032012,eui-0000024b0806023c,eui-c0ee40ffff294723,eui-7276ff000b0325ac,eui-0003b827eb6efc73,eui-b827ebfffe7e8e7e,eui-b827ebfffeadb6e8,eui-7276ff000b032232,eui-fcc23dfffe0b6e5a,iten_home,eui-0001fcc23d0f04d1,eui-fcc23dfffe0aa684,eui-7276ff000b03203e,eui-fcc23dfffe0aa2d2,eui-b827ebfffe3ac588,eui-aa555a00000e3c59,eui-b827ebfffe45cef6,eui-b827ebfffe585b9b,eui-a840411d15304150,eui-7276ff000b031ee8,eui-0000024b0b030205,eui-b827ebfffe738665,eui-7276ff000b032036,eui-7276ff000b032037,eui-b827ebfffe58f1f7,eui-58a0cbfffe800c8a,eui-000080029c09dfbe,baeren-io-indoor-1,eui-7276ff000b031246,eui-7276ff000b032458,eui-00800000a00001cc,eui-7276ff000b031649,eui-c0ee40ffff29350f,eui-7276ff000b032627,eui-0016b827ebbb5741,eui-0000024b0b0301ea,eui-58a0cbfffe802051,eui-c0ee40ffff293c00,eui-0001fcc23d0f19d5,eui-7276ff000b0322d2,eui-0000024b080e0d75,eui-b827ebfffea83863,eui-7276ff000b031e0c,gk-net-mt0008004a91db,eui-b827ebfffe1e310d,eui-0000024b0803150b,eui-a840411da3d84150,eui-7276ff000b031652,eui-fcc23dfffe0e3d46,eui-7276ff000b0322c9,eui-70db980a39780000,eui-b827ebfffef4fb95,eui-7276ff000b03152f,eui-b827ebfffee3ceb1,eui-b827ebfffeac3600,eui-b827ebfffe2c4cd8,eui-b827ebfffe0b4bc7,eui-b827ebfffe092459,eui-60c5a8fffe760ec1,eui-b827ebfffe19bb45,tuebingen_wanne,eui-0908070605040302,eui-60c5a8fffe760fb9,eui-313532355f005800,eui-7276ff000b031cf8,doozer_home,eui-7276ff000b0311cf,eui-40d63cfffe030f3e,eui-000080029c10dbff,eui-000080029c09df49,eui-313532352a005a00,eui-c0ee40ffff296150,eui-b827eb406204ffff,eui-7276ff000b031f26,eui-7276ff000b0323b9,eui-b827ebfffe3ce153,eui-b827ebfffe0a4d88,eui-60c5a8fffe76149a,eui-fcc23dfffe0a7de9,eui-801f02fffe65527e,eui-b827ebfffecd0045,eui-b827eb0185d3ffff,eui-c0ee40ffff29629a,eui-a003fcc23d0f1f6f,eui-7276ff000b0324be,eui-b827ebfffef3cc01,eui-7276ff000b0324bc",9,13:52:37,545.9,-263.7,51.5098,-0.118,0.0,2.44,0
"$$icspace19,9,13:52:38,545.9,-263.7,51.5098,-0.1180,0.00,2.44,0*73EE","eui-7276ff000b0323b4,eui-7276ff000b030895,eui-7276ff000b031dec,eui-7276ff000b0323b8",9,13:52:38,545.9,-263.7,51.5098,-0.118,0.0,2.44,0
"$$icspace19,9,13:52:41,545.9,-263.7,51.5098,-0.1180,0.00,2.44,0*E6F4",eui-7276ff000b031d5d,9,13:52:41,545.9,-263.7,51.5098,-0.118,0.0,2.44,0
"$$icspace19,10,14:39:20,545.9,-263.7,51.5098,-0.1180,0.00,2.44,0*032E","eui-58a0cbfffe801018,eui-58a0cbfffe800c8a,eui-000080029c10dbff,eui-c0ee40ffff294723,eui-7276ff000b03224f,baeren-io-indoor-1,cs7-gw1,eui-0007b827eb13d9af,eui-60c5a8fffe760ec1,ttn_adimals_ext2_multi,eui-7276ff000b031649,eui-c0ee40ffff29350f,eui-7276ff000b0311cf,iten_home,eui-0000024b0b0301ea,eui-7276ff000b031cf8,eui-58a0cbfffe802051,eui-0001fcc23d0f04d1,doozer_home,eui-b827ebfffea50344,eui-b827ebfffe592899,eui-7276ff000b031d11,eui-c0ee40ffff296d62,eui-0000024b0b03020e,eui-b827ebfffea83863,eui-58a0cbfffe8012bd,eui-58a0cbfffe800d5c,eui-b827ebfffe3ac588,eui-7276ff000b03241f,eui-7276ff000b03241c,eui-58a0cbfffe801064,eui-b827ebfffe45cef6,eui-0020fcc23d0ab89d,landshut-u08,eui-b827ebfffe9bf4ee,eui-60c5a8fffe76149a,gk-net-mt0008004a91db,eui-58a0cbfffe8013dc,eui-0011fcc23d0eaafd,eui-b827ebfffe3d6968,egs-gateway,nfckwthbl-lorapi,eui-3135323562005600,eui-7276ff000b032553,eui-c0ee40ffff29629a,eui-7276ff000b031d08,eui-7276ff000b0314a0,tuebingen_wanne,eui-a003fcc23d0f1f6f,eui-7276ff000b032036,eui-7276ff000b032037,eui-b827ebfffee3ceb1,eui-b827ebfffef3cc01,eui-7276ff000b031d1a,eui-b827ebfffe2c4cd8",10,14:39:20,545.9,-263.7,51.5098,-0.118,0.0,2.44,0
"$$icspace19,10,14:39:21,545.9,-263.7,51.5098,-0.1180,0.00,2.44,0*C5FD","eui-7276ff000b03224d,eui-7276ff000b0325ac,eui-7276ff000b031243,eui-b827ebfffe2bf1fe,eui-7276ff000b03222e,eui-b827ebfffe072cbe,eui-60c5a8fffe760e92,eui-7276ff000b032250,eui-b827ebfffeb87ff4,eui-7276ff000b032627,eui-7276ff000b0325b9,eui-0908070605040302,eui-313532354a006100,eui-7276ff002ef47003,eui-60c5a8fffe760fb9,eui-0000024b0b030220,eui-7276ff000b0323f1,eui-b827ebfffe56a93a,eui-7276ff002ef47005,eui-fcc23dfffe0aa684,eui-7276ff0039040124,eui-000080029c09df49,eui-7276ff000b0323b4,eui-313532352a005a00,eui-7276ff000b0322d2,eui-aa555a000b0311f9,eui-b827ebfffe9bf148,eui-7276ff000b031f26,eui-7276ff000b0312c9,eui-b827ebfffe0e6a1e,eui-7276ff000b0323b9,eui-7276ff000b03241d,eui-fcc23dfffe0aba1e,eui-fcc23dfffe0a8b8a,eui-b827ebfffe19f935,eui-7276ff000b03245a,eui-000080029c09dff5,eui-b827eb493452ffff,eui-b827ebfffe0a4d88,eui-b827ebfffe585b9b,eui-0000024b08030ead,eui-fcc23dfffe0f3647,eui-7276ff000b0322dc,eui-fcc23dfffe0a7de9,eui-b827ebfffe691392,eui-0000024b08031a00,eui-7276ff000b0323a8,eui-7276ff000b03206a,eui-b827eb0185d3ffff,eui-b827ebfffeb92df5,eui-b827ebfffef4fb95,eui-7276ff000b0323de,eui-b827ebfffec2e7ee,eui-7276ff002ef47001,eui-7276ff002ef47002,eui-7276ff000b03152f,eui-b827ebfffe58f1f7,eui-7276ff000b0324bc",10,14:39:21,545.9,-263.7,51.5098,-0.118,0.0,2.44,0
"$$icspace19,11,15:26:08,545.9,-263.7,51.5098,-0.1180,0.00,2.44,0*4B7A",eui-7276ff000b0323a8,11,15:26:08,545.9,-263.7,51.5098,-0.118,0.0,2.44,0
"$$icspace19,12,16:12:46,545.9,-263.7,51.5098,-0.1180,0.00,2.44,0*7BD7","eui-b827ebfffe5e3645,de-es-pv-2,eui-3135323512005200,eui-b827ebfffebd488c,eui-7276ff000b031d11,eui-7276ff000b031243,eui-b827ebfffe092459,eui-58a0cbfffe800c8a,gk-net-mt0008004a91db,eui-60c5a8fffe760ec1,eui-60c5a8fffe760e92,eui-b827ebfffece62ed,eui-0005fcc23d116aa3,ttn_adimals_ext2_multi,eui-7276ff000b031649,eui-b827ebfffe032416,eui-0016b827ebbb5741,eui-7276ff000b0311cf,iten_home,eui-0000024b0b0301ea,eui-60c5a8fffe760fb9,eui-0000024b0b030220,eui-7276ff000b031cf8,eui-58a0cbfffe802051,zone11_gw_01,doozer_home,eui-fcc23dfffe0a8b8a,eui-7276ff000b032234,eui-000080029c10dbff,eui-7276ff000b031d77,eui-b827ebfffe592899,eui-313532354a006100,eui-c0ee40ffff29629a,eui-b827ebfffea83863,eui-0008fcc23d0ee9fa,eui-0000024b0b030205,eui-7276ff000b031e0c,eui-7276ff000b032285,eui-c0ee40ffff296d62,eui-333833305e005200,eui-7276ff000b03241d,eui-7276ff000b032232,eui-7276ff000b03241c,eui-b827eb4253b7affe,eui-b827ebfffe45cef6,eui-0020fcc23d0ab89d,eui-c49300ffff036980,eui-7276ff000b032036,eui-7276ff000b032462,eui-0000024b0b03020e,eui-b827ebfffea50344,eui-7276ff000b032037,landshut-u08,eui-fcc23dfffe0b6bbd,eui-b827ebfffe3d6968,eui-801f02fffe65527e,eui-0011fcc23d0eaafd,eui-b827ebfffe47987d,nfckwthbl-lorapi,eui-7276ff000b0323a8,eui-3135323562005600,eui-60c5a8fffe766272,eui-58a0cbfffe8013dc,eui-0001fcc23dfffe0a,eui-7276ff000b031d1a,eui-7276ff000b031d08,eui-7276ff000b0314a0,tuebingen_wanne,eui-b827ebfffeac3600,eui-b827ebfffe0e1b64,eui-7276ff000b032417,eui-a003fcc23d0f1f6f,eui-7276ff000b03222e,eui-7276ff000b03152f,eui-60c5a8fffe76149a,eui-7276ff000b032410,eui-0908070605040302,eui-b827ebfffef3cc01,eui-b827ebfffe58f1f7,ttn_es_ab_004,eui-0000024b0806023c",12,16:12:46,545.9,-263.7,51.5098,-0.118,0.0,2.44,0
"$$icspace19,12,16:12:48,545.9,-263.7,51.5098,-0.1180,0.00,2.44,0*9B21",eui-7276ff000b031199,12,16:12:48,545.9,-263.7,51.5098,-0.118,0.0,2.44,0
"$$icspace19,12,16:12:49,545.9,-263.7,51.5098,-0.1180,0.00,2.44,0*5DF2",eui-7276ff000b031652,12,16:12:49,545.9,-263.7,51.5098,-0.118,0.0,2.44,0
"$$icspace19,1,07:23:10,545.9,-263.7,51.5098,-0.1180,0.00,2.44,0*6B52","eui-0000024b08031a00,eui-7276ff000b031d16,eui-7276ff000b03256a,eui-0000024b0803164c",1,07:23:10,545.9,-263.7,51.5098,-0.118,0.0,2.44,0
"$$icspace19,2,08:09:53,545.9,-263.7,51.5098,-0.1180,0.00,2.44,0*EDFA","eui-3135323562005600,satoshilabs02,ttn-gw-has3,eui-84eb18fffee6b794,eui-333833301a004500,eui-507224fffe11d7e1,eui-3135323526005e00,eui-7276ff000b031649,DresdenNeustadt,eui-fcc23dfffe209cdd,am-wd-gw1,ttnopf-vilseck-gw01,eui-3234333659005300,gk-net-mt0008004a91db,eui-60c5a8fffe74d43a,eui-b827ebfffee3ceb1,eui-0000024b0b0301ea,eui-7276ff000b0323b9",2,08:09:53,545.9,-263.7,51.5098,-0.118,0.0,2.44,0
"$$icspace19,3,08:56:37,545.9,-263.7,51.5098,-0.1180,0.00,2.44,0*0B91","eui-323433363f001e00,eui-fcc23dfffe0a762f,satoshilabs02,eui-fcc23dfffe0b89c8,eui-f6175516db7c5b04,eui-7276ff000b031649,eui-fcc23dfffe0b9c3b,eui-313532355f005800,eui-b827ebfffe82e7f5,eui-3135323562005600,eui-fcc23dfffe0aa684,eui-313532354a006e00,eui-b827ebfffe77138a,eui-333833301a004500,eui-507224fffe11d7e1,eui-3135323526005e00,eui-b827ebfffe9bf148,ttnopf-vilseck-gw01,eui-323531322a004b00,eui-b827ebfffef0c0aa,eui-313532352f006300,eui-2b05ca660c1e36e1,eui-b827ebfffe42f060,eui-0000fcc23d0a725b,eui-b827ebfffefc7663,eui-84eb18fffee25bc4,eui-84eb18fffee53ed8,gk-net-mt0008004a91db,eui-fcc23dfffe209cdd,eui-fcc23dfffe0aa385,eui-7276ff002e062764,eui-7276ff000b03152f,eui-b827ebfffee3ceb1,eui-b827ebfffe2b5ee1,eui-0000024b0806023c,eui-b827ebfffe0129ae",3,08:56:37,545.9,-263.7,51.5098,-0.118,0.0,2.44,0
"$$icspace19,3,08:56:38,545.9,-263.7,51.5098,-0.1180,0.00,2.44,0*2DB4","eui-0000024b0803112f,eui-7276ff000b03256a",3,08:56:38,545.9,-263.7,51.5098,-0.118,0.0,2.44,0
"$$icspace19,4,09:43:21,545.9,-263.7,51.5098,-0.1180,0.00,2.44,0*EC1F",eui-7276ff000b032458,4,09:43:21,545.9,-263.7,51.5098,-0.118,0.0,2.44,0
